gendid	chr	s1	s2
1159	15	80253409	80263462
1160	20	30253752	30310022
1161	15	52402045	52404924
1162	2	111881323	111921809
1163	19	50169081	50177006
1164	22	18138478	18210301
1165	12	12232240	12251923
1166	1	114423745	114429998
1167	14	23776977	23778175
1168	19	45252048	45262873
1169	3	187440246	187451482
1170	17	6926991	6930939
1171	12	122459998	122497070
1172	7	72951628	72971909
1173	16	30899186	30905266
1174	1	147083636	147096761
1175	11	118769124	118780649
1176	6	136582248	136601005
1177	16	81272514	81324183
1178	11	112046325	112088598
1179	22	23523148	23657710
1180	2	219525711	219528110
1181	3	197238766	197273315
1182	14	96730020	96731082
1183	14	96703445	96707842
1184	11	27679368	27742962
1185	17	40962778	40975896
1186	14	101004306	101034262
1187	4	42119535	42154161
1188	1	49193558	49242504
1189	6	56846609	56883347
1190	10	13481172	13542070
1191	11	61719279	61731595
1192	19	12863407	12868892
1193	12	70048687	70091579
1194	1	45249882	45253378
1195	7	93623542	93633529
1196	11	205302	207322
1197	6	116818117	116866678
1198	16	14738204	14761685
1199	20	17474719	17539335
1200	3	133118928	133193817
1201	1	156212023	156212954
1202	7	97841622	97842192
1203	8	65493348	65494494
1204	5	78407709	78426940
1205	5	78365606	78384398
1206	10	60272904	60588652
1207	12	32260266	32530562
1208	9	95475738	95527027
1209	22	18218346	18256456
1210	22	43520029	43525312
1211	2	127806102	127864520
1212	8	22478935	22526565
1213	11	102220586	102248915
1214	11	102195241	102207834
1215	17	76210398	76219739
1216	2	32582230	32842972
1217	20	61867449	61870958
1218	19	53792917	53793628
1219	13	103459618	103492216
1220	20	36147313	36147577
1221	11	121986304	121986631
1222	8	11400734	11421618
1223	15	91290623	91358510
1224	17	28576035	28618838
1225	12	56109836	56113394
1226	10	102035219	102046417
1227	19	45682555	45683164
1228	7	43810758	43846835
1229	19	40953796	40971596
1230	15	40383988	40398288
1231	8	22022919	22069242
1232	2	69092763	69098491
1233	20	6750774	6759737
1234	4	79697698	79833188
1235	4	81952439	81974691
1236	14	54416750	54418941
1237	6	55620331	55739664
1238	6	7727189	7880577
1239	20	55746015	55841179
1240	7	33945226	34192886
1241	4	96025576	96075825
1242	2	203242198	203424670
1243	10	43279843	43326545
1244	15	83926194	83953381
1245	9	16418987	16870647
1246	5	172571549	172590925
1247	15	59956268	59981640
1248	8	26240647	26267929
1249	1	151009202	151019164
1250	3	112968650	113005710
1251	2	242498899	242511838
1252	1	149871613	149872027
1253	2	198593279	198650728
1254	1	1	2
1255	7	134346260	134363784
1256	6	3118975	3152810
1257	20	36932614	36965587
1258	1	220232186	220253189
1259	17	65821841	65978405
1260	12	112082003	112123597
1261	17	41197695	41276114
1262	13	32890598	32972908
1263	22	50167881	50217966
1264	9	136898712	136918600
1265	19	15349188	15383911
1266	1	1	2
1267	5	137475763	137514304
1268	5	864583	892773
1269	1	92428312	92479832
1270	2	28117424	28561381
1271	14	105676888	105766967
1272	8	37702008	37707302
1273	12	125478337	125509977
1274	1	1	2
1275	5	34915844	34925601
1276	11	66105139	66109706
1277	14	36295723	36339684
1278	1	167887561	167905080
1279	6	166778917	166796365
1280	3	9775825	9789034
1281	6	36168100	36198387
1282	19	55795811	55823437
1283	11	1411515	1482220
1284	21	40558952	40685418
1285	11	62457839	62474668
1286	1	32832223	32860016
1287	19	571548	582578
1288	3	49592036	49702273
1289	1	55464860	55474302
1290	19	48479969	48495339
1291	9	116111860	116132423
1292	4	15704768	15733469
1293	19	17514504	17516385
1294	11	122848357	122852380
1295	10	93683834	93788691
1296	15	83686819	83735904
1297	12	107712718	108051496
1298	10	124034597	124097601
1299	17	72352796	72357959
1300	19	1986487	2015703
1301	20	11898924	11904315
1302	14	93708619	93762398
1303	1	92546129	92613359
1304	6	38142761	38565871
1305	4	75673251	75719536
1306	3	15643358	15686996
1307	5	72794493	72801064
1308	12	92537856	92539312
1309	1	203274735	203276567
1310	21	18966411	18981463
1311	11	111338397	111369502
1312	3	112184955	112218206
1313	6	26501515	26509403
1314	6	26458865	26476361
1315	6	26384050	26394558
1316	6	26405792	26413921
1317	6	26443803	26452640
1318	5	180416029	180432873
1319	5	180326311	180377545
1320	10	103113938	103310618
1321	2	111395541	111435573
1322	15	40453422	40512961
1323	10	124914434	124924573
1324	11	116619198	116643681
1325	7	99008716	99017065
1326	6	105548964	105581453
1327	6	41889301	41900445
1328	17	56381731	56405282
1329	2	201677031	201686902
1330	7	16705069	16745714
1331	1	22964110	22965901
1332	1	22985950	22987880
1333	17	5336335	5342394
1334	1	22970517	22974277
1335	17	43037556	43045417
1336	2	119914378	119915846
1337	10	16556527	16563065
1338	12	49726837	49730261
1339	17	77040051	77044171
1340	5	159776175	159797645
1341	5	34020688	34043231
1342	11	47611373	47612363
1343	11	119210041	119211108
1344	22	37578228	37584254
1345	4	15341819	15444424
1346	16	1143501	1144923
1347	12	7187836	7244985
1348	12	7248987	7261777
1349	12	7169217	7177956
1350	21	43309233	43373758
1351	11	118978452	118986967
1352	11	73745643	73881838
1353	15	62359813	62360923
1354	15	62456089	62457184
1355	19	407096	408362
1356	1	151810404	151811466
1357	19	6677893	6720601
1358	12	8211333	8212782
1359	1	207262877	207273275
1360	9	123715017	123812525
1361	5	41142927	41203333
1362	5	40909713	40981676
1363	1	57320575	57383390
1364	1	57395077	57431622
1365	9	139839773	139841234
1366	5	39285301	39364567
1367	8	86240789	86253865
1368	17	49708945	50235147
1369	19	49141376	49148890
1370	15	63618484	63673920
1371	1	150230524	150237060
1372	8	86376311	86393019
1373	8	86351139	86360383
1374	17	58227396	58236786
1375	1	9005946	9034764
1376	16	66878391	66887402
1377	8	61121344	61193707
1378	9	35673957	35681023
1379	2	231624717	231683420
1380	13	49884950	49957047
1381	22	24431966	24574165
1382	18	20715727	20837332
1383	20	60966027	60982333
1384	12	121078489	121104704
1385	11	67286610	67290798
1386	11	67222895	67226131
1387	19	48533814	48547180
1388	22	30116414	30125559
1389	18	21723079	21741481
1390	1	64936581	65157245
1391	19	13318127	13617039
1392	9	140772386	141016452
1393	12	2162729	2800366
1394	3	53529194	53845434
1395	1	181452881	181767971
1396	17	48638821	48704113
1397	16	1203738	1270995
1398	22	39966758	40082411
1399	1	201008959	201081468
1400	7	81579708	82072776
1401	3	50402097	50540855
1402	3	54156741	55108234
1403	12	1902821	2027640
1404	17	37331446	37353749
1405	10	18429666	18828654
1406	12	49208331	49221683
1407	2	152695633	152955526
1408	17	65040777	65052388
1409	22	36960398	37098622
1410	16	24268076	24373185
1411	17	64961028	65027121
1412	17	64873451	64881358
1413	19	54496132	54515444
1414	19	54416086	54445548
1415	19	54466397	54486104
1416	1	174969317	174979216
1417	2	27440420	27466387
1418	11	115047194	115375113
1419	3	85008759	86115934
1420	1	159141556	159170713
1421	19	44127482	44143943
1422	3	62385081	62860705
1423	7	121960219	122526392
1424	6	7327091	7387407
1425	8	91072401	91094926
1426	16	71392696	71423769
1427	11	14989241	14992739
1428	11	15096265	15098992
1429	12	54105728	54119027
1430	17	46919070	46940368
1431	7	93055668	93125244
1432	2	188210911	188250323
1433	7	134552485	134653097
1434	10	105215019	105218509
1435	10	105206909	105209699
1436	10	105232970	105238790
1437	14	90863575	90871062
1438	19	47104692	47112411
1439	10	5567049	5567499
1440	15	68486353	68497715
1441	10	5540961	5541402
1442	1	1846720	1848633
1443	7	71252760	71868355
1444	19	16589942	16606941
1445	7	128388409	128409222
1446	10	135139331	135142494
1447	3	9799223	9809434
1448	10	12391818	12870887
1449	1	209768329	209786221
1450	5	149602273	149669189
1451	7	44259661	44365021
1452	4	114375668	114682225
1453	10	75574773	75634220
1454	1	20810142	20811873
1455	3	183977945	183979074
1456	5	110560182	110820165
1457	17	3765505	3788982
1458	12	121678502	121712330
1459	3	49896751	49899822
1460	5	134074311	134086641
1461	3	48265002	48266915
1462	9	138703155	138799006
1463	1	6845591	7826552
1464	17	4872051	4890925
1465	12	67663498	67706611
1466	3	12838220	12875482
1467	17	76989632	76993705
1468	5	179132683	179155646
1469	6	17421787	17556674
1470	2	85622016	85629269
1471	11	64950173	64978758
1472	2	241526329	241538098
1473	6	44126586	44151670
1474	19	39221492	39234806
1475	2	30953626	31010192
1476	2	31397547	31428314
1477	1	223889531	223962560
1478	15	42652004	42703972
1479	11	76795933	76834917
1480	3	15248003	15292768
1481	1	223715199	223853349
1482	1	230883243	230937343
1483	19	36631914	36640742
1484	16	55600669	55601416
1485	11	34073968	34120915
1486	12	30862836	30906698
1487	19	5914418	5915334
1488	12	75670023	75723640
1489	5	35904647	35921223
1490	1	113162467	113212755
1491	7	116502666	116557922
1492	12	18891203	18892103
1493	1	19666024	19811933
1494	22	37887197	37915208
1495	17	78155238	78182145
1496	11	104912127	104916025
1497	11	104970090	104972142
1498	5	40841485	40854549
1499	19	48714967	48744278
1500	9	139258577	139266531
1501	16	8949021	8953186
1502	13	111268022	111290869
1503	19	10982379	11032434
1504	11	3022344	3078598
1505	5	71015121	71016443
1506	12	25261482	25348013
1507	1	1	2
1508	17	38296802	38325875
1509	15	40895130	40954387
1510	7	94139397	94185071
1511	16	2228551	2246434
1512	17	73497161	73509886
1513	11	104896985	104972142
1514	2	202050501	202093807
1515	11	104757441	104769142
1516	19	15163063	15166901
1517	7	142985549	143002165
1518	4	185550426	185559608
1519	11	104815480	104839253
1520	11	104866471	104893864
1521	4	110610486	110624552
1522	10	115451731	115489300
1523	2	202122955	202151318
1524	6	90556309	90583529
1525	1	15819438	15850696
1526	1	160160542	160171167
1527	1	116243862	116311163
1528	3	121973037	122004039
1529	5	95998127	96107384
1530	1	10698999	10753947
1531	11	34460561	34492981
1532	11	65784361	65793851
1533	5	134303682	134347314
1534	1	26517119	26529034
1535	14	92047233	92195824
1536	7	116165117	116199342
1537	7	116139836	116146214
1538	3	8775563	8787554
1539	20	32078074	32232453
1540	16	88943384	89043216
1541	16	67063311	67132682
1542	11	119077128	119170492
1543	3	105377814	105586422
1544	19	45281189	45303701
1545	7	107384609	107399624
1546	16	49313315	49315377
1547	18	70205411	70209396
1548	14	24896995	24898261
1549	20	54573613	54579228
1550	21	37442414	37445181
1551	21	37507491	37518811
1552	4	169911301	169931241
1553	21	44473990	44492304
1554	17	77752035	77758842
1555	7	26242619	26251829
1556	17	77807758	77813051
1557	12	54635539	54651435
1558	22	39262214	39268196
1559	22	39529896	39548450
1560	17	77768434	77770798
1561	22	39064060	39069242
1562	5	179105584	179107920
1563	19	14017255	14041209
1564	1	52819191	52830293
1565	4	15477557	15603049
1566	10	97763985	97791766
1567	10	70482262	70551024
1568	18	57103140	57364575
1569	9	131595863	131607685
1570	1	89401866	89454034
1571	3	42905995	42907150
1572	16	28592391	28603028
1573	16	57546653	57563090
1574	18	66504001	66721375
1575	17	42978367	42980186
1576	2	55746938	55772145
1577	19	15121638	15133932
1578	19	56160413	56164113
1579	9	35658377	35661185
1580	2	219867659	219903771
1581	4	110481494	110608749
1582	18	47753751	47792775
1583	4	186366656	186392838
1584	4	185578295	185615934
1585	5	114603573	114632241
1586	19	48800233	48822029
1587	2	131096693	131099699
1588	22	21987471	21991360
1589	22	29168838	29182315
1590	3	46963547	47018262
1591	19	18047230	18054525
1592	7	23650935	23682735
1593	3	42750472	42799838
1594	19	13862623	13873883
1595	7	92861781	92987749
1596	22	42204895	42221828
1597	16	57731862	57765171
1598	7	128431548	128457914
1599	17	79633797	79639735
1600	2	109403279	109492710
1601	3	123633626	123680165
1602	2	223168622	223169114
1603	2	179698900	179914669
1604	2	74701673	74709965
1605	1	1	2
1606	7	76796986	76924184
1607	10	106113656	106214289
1608	2	159028625	159312952
1609	4	24810011	24914502
1610	11	124824629	124910608
1611	2	197504491	197597287
1612	19	11531503	11545838
1613	5	42759224	42799884
1614	11	119061009	119066198
1615	19	49894141	49920768
1616	4	77234323	77324361
1617	1	46085947	46089582
1618	1	93648919	93744035
1619	1	159842275	159869889
1620	1	43273085	43282216
1621	1	44457551	44461833
1622	8	27593733	27630058
1623	1	1	2
1624	1	3669046	3688088
1625	6	139094812	139113941
1626	1	32667537	32670850
1627	10	12940416	13043571
1628	15	74529061	74628395
1629	11	27360368	27384742
1630	3	49249214	49294716
1631	3	126114844	126155248
1632	12	96260854	96330288
1633	3	180332709	180397169
1634	17	78010462	78073575
1635	12	94702589	94806267
1636	17	8633448	8647928
1637	17	42756224	42767122
1638	17	61824241	61843536
1639	3	128720472	128758692
1640	3	191047464	191109550
1641	3	48473818	48476539
1642	3	107096435	107097422
1643	17	40950079	40950700
1644	17	80059558	80159821
1645	12	119772982	119978521
1646	19	46498339	46521646
1647	12	123259218	123307967
1648	12	120427673	120530966
1649	16	3078107	3085498
1650	12	49298120	49315227
1651	3	56591271	56655647
1652	11	93065426	93170886
1653	18	52571589	52610023
1654	5	150562998	150603532
1655	10	32740571	32863364
1656	13	52439515	52440217
1657	3	49200238	49201642
1658	11	32624357	32781790
1659	1	100598725	100614377
1660	12	518550	551087
1661	16	772770	776368
1662	16	66788879	66830702
1663	19	46914451	46916068
1664	3	112324264	112358753
1665	11	86086206	86133758
1666	11	96086810	96117912
1667	11	85576167	85630554
1668	2	56411760	56611491
1669	11	65658255	65658864
1670	11	60609598	60617799
1671	11	66357937	66360487
1672	2	55518847	55646216
1673	11	64107739	64124567
1674	14	91738969	91884035
1675	11	85396049	85397174
1676	19	47761658	47774936
1677	6	13791041	13814662
1678	11	82972953	82997016
1679	12	28410149	28702107
1680	12	124421605	124428853
1681	2	118677919	118771572
1682	19	4247144	4268694
1683	4	7042998	7044666
1684	19	41816216	41828621
1685	5	169015421	169031212
1686	9	36169500	36171267
1687	3	42299590	42305123
1688	4	26483260	26491890
1689	11	6281159	6292774
1690	17	32612828	32614710
1691	17	32683546	32685151
1692	17	34310837	34313686
1693	17	34324803	34328532
1694	17	34304602	34308457
1695	16	57447845	57449774
1696	17	34391703	34398402
1697	9	34689816	34691137
1698	17	32582369	32583847
1699	2	228678628	228681800
1700	9	34709391	34710064
1701	16	57392729	57397501
1702	17	34340237	34344935
1703	7	75441114	75443034
1704	19	8117934	8127110
1705	7	75399011	75401495
1706	5	43381962	43412419
1707	17	34199381	34207310
1708	17	32597310	32598822
1709	17	32646521	32647927
1710	7	45039933	45115657
1711	13	37006759	37016803
1712	4	122738793	122744784
1713	5	68463090	68473459
1714	14	20779709	20784683
1715	6	99991431	100016404
1716	11	69456082	69466051
1717	12	4383207	4409176
1718	6	41903678	41909388
1719	15	43477697	43487040
1720	19	30303463	30314685
1721	8	95893860	95906450
1722	16	2479483	2507022
1723	5	162866263	162869572
1724	4	78079686	78087078
1725	5	86690263	86708612
1726	4	77969372	77987516
1727	5	132083188	132088663
1728	5	159680385	159738931
1729	14	99959015	99977120
1730	3	156866030	156877884
1731	1	1322611	1334687
1732	5	54527203	54529352
1733	12	49086816	49110459
1734	2	135676425	135712219
1735	10	35625982	35858099
1736	2	208576621	208618423
1737	1	1	2
1738	15	55648418	55681623
1739	3	46244737	46245805
1740	17	40831571	40833842
1741	3	46399019	46401352
1742	3	46305895	46307718
1743	3	32994915	32995998
1744	3	46414394	46415453
1745	6	167549623	167550844
1746	17	38710994	38721662
1747	3	45936426	45943391
1748	3	132319242	132320295
1749	3	46449162	46450606
1750	4	139937136	139966629
1751	11	66360733	66373327
1752	12	69979302	69995106
1753	1	156278990	156307976
1754	2	62095827	62115643
1755	5	10250453	10264896
1756	7	56119542	56130779
1757	17	33255067	33288413
1758	2	73461507	73479990
1759	21	30428796	30445912
1760	6	74405939	74533358
1761	5	140011441	140012657
1762	11	836070	838193
1763	1	145696593	145706759
1764	12	7632465	7656287
1765	12	7510000	7596724
1766	6	109689482	109703582
1767	1	27706537	27709730
1768	19	43857867	43866473
1769	5	66478685	66492470
1770	1	158224460	158227481
1771	1	158298026	158301214
1772	1	158259855	158263267
1773	1	158150892	158153941
1774	1	158323779	158326687
1775	1	117297115	117311406
1776	3	112052060	112080398
1777	3	112534810	112564572
1778	2	71058181	71062907
1779	19	7807925	7812398
1780	19	35822944	35837601
1781	18	67531550	67614643
1782	1	160801137	160832468
1783	1	167400918	167487703
1784	11	66082225	66084499
1785	12	6554262	6560559
1786	9	5456114	5467863
1787	15	73991981	74005298
1788	2	204571420	204599636
1789	6	47445981	47591964
1790	16	30364306	30366003
